Site,Season,Year,WD,Date,Water Temp.,Conductivity,TDS,Salinity,pH,Turbidity,DO,BOD,Nitrite,Nitrate,Ammonium,DIN,TN,phosphate,TP,Total Quality,Catchment.x,HESY2,MI_QUALITY,IPS,Index Value,Diat_QUALITY,HEFI,FISH_QUALITY,Lat,Lon,Elevation,Dist. To Source (m),Slope (%),Mean Jan Temp,Int. Type R-M,Catch. Area At Site (Km²),Near tural (%),Artificial (%),Agriculture (%)
AG_GEORGIOS,SPRING,2018,Ήπειρος (05),28/04/2018,16.5,650,260,0.14,7.68,8.88,91.5,4.2,0.002,0.758,0.014,0.774,0.923,0.021,0.035,HIGH,Louros,1,HIGH,15.1,0.896142433,GOOD,0.39,POOR,39.27126351,20.84748657,105,46322.56,0.42,6.9,RM4,339,43.62,0.92,55.45
LAGADIOTIKO,SPRING,2018,Δυτ. Πελοπόννησος (01),26/04/2018,16.6,570,290,0.14,8.04,2.65,76.8,2.5,0.001,0.06,0.007,0.068,0.176,0.002,0.02,HIGH,Alfeios,1,HIGH,15.5,0.919881306,GOOD,0.87,HIGH,37.69187113,21.94103221,336,12317.28,1.83,6,RM4,65.3,76.66,0,23.34
KLIMATIA,SPRING,2020,Ήπειρος (05),1/6/2020,16.4,551,,0.14,7.75,,98,,0.04,1.65,1.608,3.298,3.936,0.293,0.302,POOR,,,,,,,,,39.709378,20.633256,186,8787.32,0.68,5.1,RM2,513.36,31.62,0.53,67.86
KASTRI_(Kalamas),WINTER,2018,Ήπειρος (05),1/3/2018,10,483,284,0.14,8.02,11.3,97.4,0,0.005,0.615,0.028,0.648,0.743,0.019,0.03,GOOD,,,,,,,,,39.56300622,20.28029437,47,72287.95,0.03,8.2,RM3,1538,,,
P088,SUMMER,2018,Θεσσαλία (08),13/09/2018,24.8,457,297,0.14,8.79,19,137.9,6.5,0.034,0.466,0.815,1.315,1.721,0.012,0.028,GOOD,Pinios Thess.,0.78,GOOD,7.8,,POOR,0.29,POOR,39.78782222,22.38941667,56,192489.74,0.06,5.1,RM3,8424.95,27.11,2.61,67.32
MEGA,WINTER,2018,Θεσσαλία (08),5/3/2018,11.9,453,289,0.14,,60.6,74.3,1.4,0.028,1.592,0.104,1.724,1.98,0.118,0.143,MODERATE,,,,,,,,,39.52941,22.011662,87,31583.14,0.01,4.9,RM2,348.27,15.62,3.99,80.39
TROPAIA,SUMMER,2019,Δυτ. Πελοπόννησος (01),18/07/2019,17.6,452.3,289.3,0.14,7.48,3.7,,0.3,0.001,0.629,0.007,0.637,0.708,0.001,0.003,HIGH,Alfeios,1,HIGH,16.6,0.985163205,HIGH,0.73,GOOD,37.7050803,21.8709097,128,49624.61,0.26,7.8,RM4,956.97,48.77,0.24,50.69
ERKY,WINTER,2018,Ανατόλ. Στερεά Ελλάδα (07),4/3/2018,16.4,452,293,0.14,7.7,7.91,16.3,0.3,0.018,0.962,0.012,0.992,1.046,0.058,0.074,GOOD,,,,,,,,,38.46027098,22.93156164,107,14234.65,0.23,7.4,RM1,88.22,0,25.57,74.43
LITHEO_DW,SPRING,2018,Θεσσαλία (08),5/5/2018,17.6,450,288,0.14,,4.4,29.3,1.7,0.348,2.152,0.928,3.428,4.219,0.606,0.624,BAD,Pinios Thess.,0.5,MODERATE,11.9,0.706231454,MODERATE,,,39.53782804,21.89974918,96,31847.48,0.04,5,RM4,147.55,0,7.16,92.84
AMYNTAS,SPRING,2018,Δυτ. Μακεδονία (09),15/05/2018,19.6,447,285,0.14,,11.3,82.8,3.1,0.067,0.673,0.084,0.824,1.541,0.02,0.036,GOOD,Aliakmos,0.7,GOOD,,,,0.44,MODERATE,40.660245,21.64816,593,28276.9,0.04,1.9,RM4,219.94,48.34,4.02,47.64
DRAMA,SUMMER,2018,Ανατόλ. Μακεδονία (11),21/09/2018,16,445,289,0.14,8.11,4.43,81,7,0.051,1.539,0.403,1.993,2.441,0.074,0.091,MODERATE,Strymos,0.44,POOR,9.5,0.582822086,MODERATE,0.55,MODERATE,41.14087,24.14227,90,25994.75,0.25,4.2,RM2,117.31,,,
FARAI,SUMMER,2019,Βόρ. Πελοπόννησος (02),21/07/2019,18.7,442,283,0.14,7.3,4.57,,4.5,0.025,0.468,0.096,0.589,0.768,0.184,0.205,MODERATE,Peirou-Verga-Pineiou,0.67,MODERATE,,,,0.51,MODERATE,38.09518584,21.72800665,122,24045.51,0.9,8.2,RM2,138.11,64.04,0.57,35.4
THOK,WINTER,2018,Δυτ. Πελοπόννησος (01),27/02/2018,11.2,441,286,0.14,7.41,90.8,99.5,0,0.024,1.286,0.099,1.409,1.463,0.005,0.007,GOOD,,,,,,,,,37.41756452,22.08756002,361,45475.68,0.02,6.5,RM2,234.13,68.43,4.55,27.02
GEF_KALOGIROU,WINTER,2018,Ήπειρος (05),6/3/2018,13.9,437,283,0.14,5.85,32.4,112.6,0,0.006,0.984,0.058,1.048,1.08,0.03,0.036,GOOD,,,,,,,,,39.1780525,20.88530543,8,60920.04,0.08,8.1,RM2,471.21,21.84,6.22,71.94
OLYMPIA,SUMMER,2019,Δυτ. Πελοπόννησος (01),19/07/2019,20.3,434,277,0.14,7.62,16.23,,2.8,0.008,0.722,0.014,0.744,0.828,0,0.003,HIGH,Alfeios,1,HIGH,15.1,,GOOD,0.61,GOOD,37.63420888,21.64196385,22,69804.29,0.11,8.8,RM3,3140.99,45.58,1.18,51.45
PROFITIS_ILIAS,SUMMER,2018,Δυτ. Μακεδονία (09),17/09/2018,17.2,431,280,0.14,8.95,4.71,100.4,2,0.015,1.058,0.018,1.091,1.305,0.021,0.031,GOOD,Aliakmos,1.11,HIGH,15,0.920245399,GOOD,0.7,GOOD,40.8333806,22.162725,36,53455.58,0.17,4.4,RM2,983.98,62.73,1.33,35.94
ORXO,WINTER,2018,Ανατόλ. Στερεά Ελλάδα (07),4/3/2018,14.8,431,280,0.14,7.37,1.25,106.6,0,0.002,2.408,0.009,2.419,2.43,0.006,0.035,GOOD,,,,,,,,,38.511566,22.957303,102,1448,0.11,7.3,RM2,325.99,,,
KIT_TRIK,WINTER,2018,Θεσσαλία (08),4/3/2018,13.7,429,274,0.14,8.3,13.9,93.2,3.1,0.013,4.667,0.077,4.757,5.501,0.055,0.073,GOOD,,,,,,,,,39.53000522,21.77237071,104,40313.23,0.03,4.7,RM4,5.35,0,84.74,15.26
KRYA_UP,WINTER,2018,Αττική (06),7/3/2018,12.7,427.5,278,0.14,8.04,3.74,99.1,0,0.001,0.015,0.015,0.031,0.086,0,0.002,HIGH,,,,,,,,,38.11422243,23.78176911,255,8494.2,1.21,7.7,RM5,21.24,60.28,19.66,20.06
PIROS,SPRING,2018,Βόρ. Πελοπόννησος (02),28/04/2018,17.4,427.3,277,0.14,7.86,6.63,105.78,0.8,0.009,1.311,0.057,1.377,1.755,0.035,0.05,GOOD,Peirou-Verga-Pineiou,0.8,GOOD,16.4,,GOOD,0.88,HIGH,38.12798879,21.6243459,23,35072.18,0.23,8.8,RM5,345.79,49.41,4.87,45.34
EVROS_DW,SPRING,2018,Θράκη (12),23/05/2018,22.4,411,267,0.14,,41.8,98,4.5,0.016,1.714,0.016,1.746,2.115,0.139,0.16,GOOD,Evros,,POOR,,,,,,41.25651098,26.33080052,15,405037.33,0.01,3.7,VERY_LARGE,39001.39,22.57,4.61,61.3
TIMIOS,SUMMER,2018,Δυτ. Πελοπόννησος (01),24/08/2018,16.2,400,258,0.14,5.1,5.42,74.6,3.1,0.004,0.906,0.012,0.922,1.114,0.007,0.012,GOOD,Alfeios,1.11,HIGH,15.5,0.919881306,GOOD,0.63,GOOD,37.825124,22.12445,449,13009.68,0.15,5.1,RM4,290.92,76.42,0.21,23.38
FARAI,SUMMER,2018,Βόρ. Πελοπόννησος (02),25/08/2018,24,386,250,0.14,5.55,7.1,108.54,3.6,0.008,0.962,0.007,0.977,1.26,0.008,0.018,GOOD,Peirou-Verga-Pineiou,1,HIGH,11,0.674846626,MODERATE,0.56,MODERATE,38.09518584,21.72800665,122,24045.51,0.9,8.2,RM2,138.11,64.04,0.57,35.4
OLYMPIA,SUMMER,2018,Δυτ. Πελοπόννησος (01),26/08/2018,22,385,250,0.14,5.43,160,73.95,0,0.003,0.597,0,0.6,0.675,0.002,0.002,HIGH,Alfeios,0.78,GOOD,16.2,,GOOD,0.53,MODERATE,37.63420888,21.64196385,22,69804.29,0.11,8.8,RM3,3140.99,45.58,1.18,51.45
EVINOS,SUMMER,2021,Δυτ. Στερεά Ελλάδα (04),5/7/2021,27.46,300,151,0.14,8.26,3.85,120,6.7,0.002,0.008,0.007,0.017,0.071,0,0.004,HIGH,,0.44,POOR,18.1,,HIGH,0.79,GOOD,38.37686514,21.55266455,19,99959.84,0.2,8.8,RM3,1075.1,77.87,0.18,15.93
MATESI,WINTER,2019,Δυτ. Πελοπόννησος (01),4/3/2019,11.05,300,150,0.14,8.55,17.73,39.13,0.6,0,0.018,0.041,0.06,0.257,0.001,0.003,HIGH,,,,,,,,,37.54070155,21.94861584,145,68174.43,0.34,7.2,RM3,1106.25,,,
GURIOTISA,SPRING,2020,Δυτ. Στερεά Ελλάδα (04),16/05/2020,24.76,299,151,0.14,7.57,20.9,,,0.005,0.206,0.036,0.247,0.679,0.054,0.065,GOOD,,,,,,,,,38.63088597,21.24546233,26,9445,0.03,8.4,RM2,224.56,3.59,1.2,92.91
EVINOS,SUMMER,2019,Δυτ. Στερεά Ελλάδα (04),23/07/2019,24.25,298,149,0.14,8.12,6.23,89.9,1.1,0.001,0.016,0.01,0.026,0.117,0,0.003,HIGH,Evinos,0.89,HIGH,17.4,,HIGH,0.99,HIGH,38.37686514,21.55266455,19,99959.84,0.2,8.8,RM3,1075.1,77.87,0.18,15.93
EVINOS,SUMMER,2020,Δυτ. Στερεά Ελλάδα (04),4/7/2020,28.58,297,149,0.14,7.94,8.28,112.2,4.2,0,0.014,0.009,0.023,0.093,0,0.002,HIGH,Evinos,0.56,MODERATE,17.6,,HIGH,1,HIGH,38.37686514,21.55266455,19,99959.84,0.2,8.8,RM3,1075.1,77.87,0.18,15.93
RYZIA,SUMMER,2021,Θράκη (12),7/9/2021,20.56,297,148,0.14,8.03,1.86,83.8,2.5,0.001,0.012,0.011,0.024,0.183,0.011,0.021,HIGH,,0.67,MODERATE,9.1,,MODERATE,0.53,MODERATE,41.62557663,26.41945483,41,252354.75,0.05,2.5,RM3,5569.67,32.1,3.36,42.65
V455,SUMMER,2019,Ήπειρος (05),4/9/2019,19.68,297,147,0.14,8.23,4.53,62.8,3.4,0.001,0.055,0.012,0.067,0.119,0,0.003,HIGH,Aoos,0.9,HIGH,17.9,1.06231454,HIGH,0.68,GOOD,40.02612222,20.76615833,471,74127.7,0.97,2,RM4,635.53,92.81,0.61,1.53
VISTRITSA_UP,WINTER,2020,Ανατόλ. Στερεά Ελλάδα (07),6/2/2020,6.78,296,148,0.14,8.48,17.5,86.7,0,0.001,0.012,0.011,0.024,0.078,0.001,0.003,HIGH,,,,,,,,,38.83040427,22.08569722,503,22390.39,0.96,4.2,RM2,144.95,80.4,0,19.6
FOINIKAS,WINTER,2021,Βόρ. Πελοπόννησος (02),27/01/2021,9.12,296,148,0.14,7.74,570,92.6,2.5,0.001,0.324,0.007,0.332,0.346,0.002,0.005,HIGH,,,,,,,,,38.294074,21.996884,52,17126.03,1.13,8.3,RM5,85.88,73.56,0,26.44
AGGISTRO,SUMMER,2019,Ανατόλ. Μακεδονία (11),20/09/2019,14.25,295,148,0.14,8.2,4.3,96,0,0.002,0.518,0.007,0.527,0.6,0.007,0.011,HIGH,Strymos,1.11,HIGH,18.7,1.147239264,HIGH,,,41.370423,23.353469,83,19731.93,0.41,2.2,RM2,624.47,31.5,7.01,61.49
MELISSIA,SUMMER,2021,Βόρ. Πελοπόννησος (02),16/06/2021,21.01,294.7,147,0.14,8.05,3.45,93,0,0.001,0.171,0.01,0.182,0.253,0.001,0.004,HIGH,,0.67,MODERATE,18.7,1.147239264,HIGH,0.72,GOOD,38.18174919,22.03963025,157,34479.82,0.79,6.1,RM2,305.22,66.98,0,32.63
AGGISTRO,WINTER,2019,Ανατόλ. Μακεδονία (11),28/02/2019,8.54,294,147,0.14,8.39,11.5,118.4,0,0.001,0.524,0.057,0.583,0.63,0.007,0.01,HIGH,,,,,,,,,41.370423,23.353469,83,19731.93,0.41,2.2,RM2,624.47,31.5,7.01,61.49
VALTSORREMA,SUMMER,2021,Δυτ. Στερεά Ελλάδα (04),4/7/2021,24.87,294,147,0.14,8.23,2.4,105.6,6.7,0.002,0.008,0.007,0.017,0.076,0,0.004,HIGH,,0.78,GOOD,18.2,1.116564417,HIGH,0.81,HIGH,38.575716,21.727686,234,59553.53,0.44,5.7,RM2,618.47,92.54,0.38,7.09
DIAKOPTO,SUMMER,2021,Βόρ. Πελοπόννησος (02),16/06/2021,24.55,293.3,146.7,0.14,8.39,6.1,176.3,0,0.009,0.316,0.008,0.333,0.412,0.001,0.009,HIGH,,0.67,MODERATE,12.5,0.766871166,GOOD,0.56,MODERATE,38.20312766,22.1890575,0,43241.6,0.69,6.1,RM2,245.26,49.18,0,50.82
A25,SPRING,2019,Κεντρ. Μακεδονία (10),17/05/2019,15.29,293,147,0.14,8.02,110,91.8,3.1,0.009,1.221,0.014,1.244,1.356,0.108,0.111,GOOD,Axios,,MODERATE,13.6,,GOOD,,,40.895188,22.615196,21,337820.05,0.05,3.9,VERY_LARGE,22325.55,35.54,2.88,58.02
MEGA,SUMMER,2019,Θεσσαλία (08),22/08/2019,28.31,293,146,0.14,8.17,23.8,,7,0.001,0.022,0.014,0.036,0.231,0.012,0.021,HIGH,Pinios Thess.,0.4,POOR,10,0.613496933,MODERATE,0.31,POOR,39.52941,22.011662,87,31583.14,0.01,4.9,RM2,348.27,15.62,3.99,80.39
ELISON,WINTER,2020,Δυτ. Πελοπόννησος (01),23/01/2020,4.05,292,146,0.14,7.71,2.2,,0,0.001,0.113,0,0.117,0.145,0,0.003,HIGH,,,,,,,,,37.444918,22.204933,581,32163.6,9.49,5.1,RM2,150.18,93.99,0,6.01
AMYGDAL,SPRING,2021,Θράκη (12),15/05/2021,18.85,292,146,0.14,7.62,7.16,89.67,2.5,0.002,0.009,0.017,0.028,0.123,0.012,0.021,HIGH,,0.33,POOR,12.7,0.79375,GOOD,,,41.136423,25.535138,68,22890.07,0.49,4.5,RM1,85.79,76.83,1.11,13.93
GORGOPIS,WINTER,2021,Κεντρ. Μακεδονία (10),29/01/2021,7.12,290,145,0.14,8.28,4.81,93.7,0,0,0.195,0.009,0.204,0.312,0.004,0.007,HIGH,,,,,,,,,40.97729444,22.41829167,328,17472.72,1.33,3,RM1,58.02,86.25,0,13.75
EVROS_MD,SPRING,2019,Θράκη (12),9/5/2019,15.3,290,144,0.14,7.54,7.36,60.5,2.5,0.007,0.863,0.02,0.89,1.224,0.088,0.099,GOOD,Evros,,BAD,10.7,,MODERATE,,,41.57141212,26.58694203,28,342274.7,0.03,2.7,VERY_LARGE,35260.36,,,
LAPSISTA,SUMMER,2019,Ήπειρος (05),5/9/2019,24.9,289,145,0.14,7.8,26.4,22.4,8.1,0.01,0.093,0.23,0.332,0.928,0.024,0.05,GOOD,Kalamas,,,,,,,,39.694556,20.835106,466,20014.34,0.03,4.8,RM2,404.45,30.43,0.65,68.92
SELINOUS,SPRING,2020,Βόρ. Πελοπόννησος (02),18/05/2020,23.84,288,147,0.14,8.68,8.01,,,0.003,0.296,0.016,0.315,0.401,0.003,0.01,HIGH,,,,,,,,,38.22797503,22.10645242,35,43539.65,0.65,8.2,RM5,356.46,60.2,0,36.4
PYRGOS_VISTR,SUMMER,2021,Ανατόλ. Στερεά Ελλάδα (07),29/08/2021,14.68,288,144,0.14,8.1,2.57,98.4,4.5,0.001,0.068,0.009,0.078,0.115,0.001,0.005,HIGH,,1,HIGH,16.7,0.991097923,HIGH,0.83,HIGH,38.81942,22.15218,408,13318.12,1.98,4.2,RM4,94.93,97.36,0.44,2.2
VISTRITSA_DW,WINTER,2020,Ανατόλ. Στερεά Ελλάδα (07),6/2/2020,6.47,287,144,0.14,8.68,10.1,91.6,0,0,0.012,0.008,0.02,0.08,0.001,0.003,HIGH,,,,,,,,,38.90879085,22.19282685,122,37573.92,0.85,6.5,RM5,303.02,77.34,0,16.26
PYRGOS_VISTR,SPRING,2021,Ανατόλ. Στερεά Ελλάδα (07),9/5/2021,11.87,285,143,0.14,8.18,8.15,107.4,,0.001,0.06,0.007,0.068,0.108,0.003,0.005,HIGH,,0.7,GOOD,17.5,1.038575668,HIGH,0.83,HIGH,38.81942,22.15218,408,13318.12,1.98,4.2,RM4,94.93,97.36,0.44,2.2
DESPATI,SUMMER,2021,Θράκη (12),2/9/2021,16,285,142,0.14,7.29,1.26,91.86,4.8,0.002,0.289,0.017,0.308,0.449,0.057,0.071,HIGH,,0.89,GOOD,11.1,0.680981595,MODERATE,0.83,HIGH,41.41019,24.105485,385,12272.69,1.96,0.9,RM2,778.23,,,
GORGO_DW,SUMMER,2021,Ανατόλ. Στερεά Ελλάδα (07),28/08/2021,15.29,284,142,0.14,8.29,10.9,114.1,8.1,0.001,0.336,0.008,0.345,0.376,0.002,0.007,HIGH,,0.67,MODERATE,16.9,1.05625,HIGH,0.65,GOOD,38.84119514,22.40643154,27,15643.46,0.64,6.7,RM1,47.35,94.77,0.94,4.29
POLYKASTRO,SPRING,2019,Κεντρ. Μακεδονία (10),18/05/2019,15,284,142,0.14,7.85,84,90,3.6,0.011,1.179,0.012,1.202,1.344,0.088,0.089,GOOD,Axios,,MODERATE,,,,,,41.02184,22.55418,36,319942.74,0.04,3.9,VERY_LARGE,22994.78,59.63,1.74,38.62
ELISON,SPRING,2021,Δυτ. Πελοπόννησος (01),14/04/2021,8.9,281,141,0.14,8.14,1.2,94.31,0,0.002,0.054,0.011,0.067,0.094,0,0.003,HIGH,,0.67,MODERATE,17.7,1.085889571,HIGH,,,37.444918,22.204933,581,32163.6,9.49,5.1,RM2,150.18,93.99,0,6.01
A10,SPRING,2019,Κεντρ. Μακεδονία (10),17/05/2019,16.54,281,140,0.14,8.02,66.7,100.7,1.7,0.015,1.415,0.036,1.466,1.572,0.124,0.127,GOOD,Axios,,POOR,11.9,,MODERATE,,,40.657406,22.697451,6,372641.2,0.01,4.2,VERY_LARGE,23887.44,29.17,2.48,63.38
RIGANI,SPRING,2020,Δυτ. Στερεά Ελλάδα (04),16/05/2020,21.45,275,149,0.14,8.31,7,,,0.002,0.146,0.082,0.23,1.891,0.043,0.058,HIGH,,,,,,,,,38.58153459,21.26363716,19,202142.58,0.06,8.5,RM3,4814.71,74.18,0.66,18.04
40POROS_DW,SPRING,2019,Ήπειρος (05),13/05/2019,11.38,238,142,0.14,8.41,88.7,102.6,0.3,0.001,0.086,0.158,0.245,0.375,0.001,0.003,HIGH,Aoos,1,HIGH,16.8,1.030674847,HIGH,,,40.110723,20.722661,447,58688.61,0.46,4,RM2,848.02,89.41,0.09,3.52
ENIPEA,SUMMER,2021,Θεσσαλία (08),14/07/2021,23.6,284.5,142,0.135,7.19,25.2,81.05,14.3,0.073,0.287,0.127,0.487,0.807,0.635,0.645,POOR,,0.33,POOR,7.2,,POOR,0.15,BAD,39.563521,22.087928,87,52130.03,0.07,5.2,RM3,2640.27,28.44,1.73,67.87
KASTRI_(Kalamas),SPRING,2020,Ήπειρος (05),3/6/2020,19.4,645,,0.13,8.3,,58,,0.022,0.798,0.039,0.859,0.982,0.053,0.063,GOOD,,,,,,,,,39.56300622,20.28029437,47,72287.95,0.03,8.2,RM3,1538,,,
AG_GEORGIOS,SPRING,2020,Ήπειρος (05),5/6/2020,20.7,600,,0.13,8.3,,,,0.002,0.828,0.01,0.84,0.888,0.015,0.02,HIGH,,,,,,,,,39.27126351,20.84748657,105,46322.56,0.42,6.9,RM4,339,43.62,0.92,55.45
LOURO_HM,SPRING,2020,Ήπειρος (05),5/6/2020,16.8,595,,0.13,8.76,,,,0.002,0.768,0.008,0.778,0.84,0.011,0.015,HIGH,,,,,,,,,39.25379186,20.8519659,105,48650.29,1.26,7.3,RM4,342.83,46.26,0.88,52.86
PARK_KYKL,SPRING,2018,Δυτ. Στερεά Ελλάδα (04),1/5/2018,10,460,230,0.13,7.53,30.1,98.57,13.2,0.007,1.093,0.344,1.444,2.025,0.209,0.251,MODERATE,Acheloos,0.89,GOOD,,,,0.55,MODERATE,38.89842487,21.7852023,770,9401.7,1.21,1.9,RM4,65.09,79.95,9.11,10.94
TRIKALITIKOS,SUMMER,2019,Βόρ. Πελοπόννησος (02),23/07/2019,22.3,445,279,0.13,7.93,276,,0,0.001,0.065,0.008,0.074,0.713,0,0.003,HIGH,Remata Paralias Vor Peloponnisou,1,HIGH,,,,,,38.0772332,22.62260097,5,33656.99,0.58,9.2,RM2,161.12,45.4,2.14,51.47
DRAMA,WINTER,2018,Ανατόλ. Μακεδονία (11),24/02/2018,15.3,442.3,281,0.13,6.33,3.1,103.11,0,0.009,2.121,0.065,2.195,2.199,0.026,0.034,GOOD,,,,,,,,,41.14087,24.14227,90,25994.75,0.25,4.2,RM2,117.31,,,
KIT_TRIK,SPRING,2018,Θεσσαλία (08),4/5/2018,16.8,425,272,0.13,,6.05,111.3,3.6,0.016,5.894,0.026,5.936,6.165,0.025,0.029,GOOD,Pinios Thess.,0.8,GOOD,,,,,,39.53000522,21.77237071,104,40313.23,0.03,4.7,RM4,5.35,0,84.74,15.26
SKALA,WINTER,2018,Ανατόλ. Πελοπόννησος (03),26/02/2018,14,423,274,0.13,8.63,55.7,89.8,5.9,0.012,0.096,0.013,0.121,0.285,0.012,0.025,HIGH,,,,,,,,,36.84859535,22.68023396,12,101941.04,0.09,10.3,RM5,1680.04,61.62,1.16,36.75
DS_SKOURA,WINTER,2018,Ανατόλ. Πελοπόννησος (03),26/02/2018,13.3,423,274,0.13,7.75,37.5,82.8,6.2,0.015,0.765,0.094,0.874,0.979,0.047,0.054,GOOD,,,,,,,,,36.993872,22.518558,127,72520.57,0.17,8.7,RM2,1201.62,70,3.45,26.55
3POTAMO,WINTER,2018,Δυτ. Πελοπόννησος (01),27/02/2018,10.1,423,274,0.13,7.1,9.4,7.7,0,0.028,1.562,0.313,1.903,2.048,0.006,0.006,GOOD,,,,,,,,,37.36144199,22.09469877,375,27990.86,0.17,6.4,RM1,8.41,57.13,3.47,39.4
TIMIOS,SPRING,2018,Δυτ. Πελοπόννησος (01),26/04/2018,13,421,273.3,0.13,8.05,4.97,96.89,1.4,0.001,0.879,0.012,0.892,0.9,0.005,0.008,HIGH,Alfeios,1.11,HIGH,,,,0.64,GOOD,37.825124,22.12445,449,13009.68,0.15,5.1,RM4,290.92,76.42,0.21,23.38
KOSTARAZI,SPRING,2018,Δυτ. Μακεδονία (09),3/5/2018,15.6,421,269,0.13,,6.08,100.8,15.2,0.329,2.391,2.681,5.401,6.221,0.193,0.234,POOR,Aliakmos,0.89,GOOD,10.9,0.668711656,MODERATE,0.48,MODERATE,40.43514962,21.32095144,614,32020.76,0.22,2,RM2,308.63,31.53,3.95,63
FILIUR_DW,WINTER,2018,Θράκη (12),21/02/2018,8.4,420.3,261,0.13,6.07,20.4,96.42,0,0.006,1.464,0.015,1.485,1.519,0.028,0.032,GOOD,,,,,,,,,41.00134,25.38836,8,51135.51,0.03,4.9,RM3,1380.75,,,
PROMAXON,SUMMER,2018,Ανατόλ. Μακεδονία (11),21/09/2018,22.6,420,273,0.13,8.87,17.5,106.9,3.6,0.015,0.755,0.016,0.786,0.833,0.068,0.087,GOOD,Strymos,,GOOD,9.4,,MODERATE,0.68,GOOD,41.313228,23.340335,60,281216.54,0.07,2.4,VERY_LARGE,11089.54,33.18,4.14,57.15
ELASSON_MD,SPRING,2018,Θεσσαλία (08),16/05/2018,21.7,420,268,0.13,,15.5,7.7,92,0.116,0.083,0.027,0.225,0.963,1.351,2.106,POOR,Pinios Thess.,0.56,MODERATE,,,,,,39.87154345,22.14997069,245,35852,0.38,4.3,RM2,247.33,46.69,7.07,46.24
EVROS_UP,WINTER,2018,Θράκη (12),20/02/2018,6.6,416.7,274.7,0.13,6.3,52.1,75.48,3.6,0.017,1.953,0.07,2.04,2.138,0.134,0.163,MODERATE,,,,,,,,,41.737417,26.235344,52,297388.89,0.03,2,VERY_LARGE,21453,,,
KERITIS,WINTER,2018,Κρήτη (13),26/02/2018,12.9,416,271,0.13,7.27,2.96,103.1,0,0.004,1.476,0.015,1.495,1.519,0.006,0.011,GOOD,,,,,,,,,35.47982973,23.91190709,33,23351.93,0.34,11.5,RM2,182.65,33.43,1.73,64.83
EPITALION,WINTER,2018,Δυτ. Πελοπόννησος (01),11/3/2018,13.4,415,269,0.13,6.13,54.47,126.44,1.1,0.022,1.038,0.056,1.116,1.238,0.004,0.006,GOOD,,,,,,,,,37.64135264,21.47642386,1,86533.29,0.21,9.5,RM3,3404,,,
VARTHOLOMIO_UP,WINTER,2018,Βόρ. Πελοπόννησος (02),9/3/2018,14.3,413,268.3,0.13,5.39,8.04,104.15,9.5,0.002,0.748,0.036,0.786,1.316,0.126,0.154,GOOD,,,,,,,,,37.8666805,21.2222493,6,77461.65,0.02,9.3,RM1,810,0,2.92,97.08
OMOLIO_DW,SPRING,2018,Θεσσαλία (08),30/04/2018,17.9,413,264,0.13,,10.5,101.1,2.5,0.01,1.15,0.008,1.168,1.463,0.059,0.065,GOOD,Pinios Thess.,1,HIGH,11.1,,MODERATE,,,39.9030699,22.6376322,6,222492.75,0.08,5.4,VERY_LARGE,9731.41,47.09,2.36,50.55
ELKE,WINTER,2018,Ανατόλ. Στερεά Ελλάδα (07),4/3/2018,14.8,412,269,0.13,7.52,49.7,90.8,4.5,0.008,0.642,0.109,0.759,0.855,0.054,0.074,GOOD,,,,,,,,,38.81332521,22.49479135,13,84394,0.05,6.5,RM3,1392.61,61.25,0.66,33.71
FARAI,SPRING,2018,Βόρ. Πελοπόννησος (02),29/04/2018,16.4,410.7,267,0.13,7.66,4.57,93.85,3.6,0.022,0.708,0.059,0.789,1.17,0.166,0.199,MODERATE,Peirou-Verga-Pineiou,0.78,GOOD,16.3,1,HIGH,0.43,MODERATE,38.09518584,21.72800665,122,24045.51,0.9,8.2,RM2,138.11,64.04,0.57,35.4
P028,SPRING,2018,Θεσσαλία (08),30/04/2018,17.8,409.5,261.5,0.13,,9.92,99.5,2.8,0.011,1.079,0.007,1.097,1.384,0.023,0.026,GOOD,Pinios Thess.,,GOOD,11.3,,MODERATE,,,39.891494,22.607448,15,218980.24,0.59,5,VERY_LARGE,10609.85,29.86,2.36,64.66
APIDITSA,WINTER,2018,Δυτ. Πελοπόννησος (01),27/02/2018,12,409,265,0.13,7.26,100,10.54,0,0.001,0.115,0.005,0.121,0.164,0.004,0.014,HIGH,,,,,,,,,37.39018312,22.08634712,356,30925.25,0.21,6.5,RM2,280,,,
ENIPEA,WINTER,2018,Θεσσαλία (08),5/3/2018,11.6,405,259,0.13,,47.7,82.9,0.3,0.019,2.101,0.083,2.203,2.306,0.069,0.083,GOOD,,,,,,,,,39.563521,22.087928,87,52130.03,0.07,5.2,RM3,2640.27,28.44,1.73,67.87
RIZARI,SPRING,2018,Δυτ. Μακεδονία (09),3/5/2018,14.8,402,257,0.13,,5.62,114,5.1,0.06,2.13,0.161,2.351,2.858,0.157,0.183,MODERATE,Aliakmos,0.7,GOOD,15.4,0.913946588,GOOD,,,40.782143,22.088063,73,23169.21,0.8,4.2,RM4,2423.69,34.56,8.24,53.62
